Q2_center	xbj_center	Content
5.125	0.4225	3.57682e+06
5.125	0.4275	3.26068e+06
5.125	0.4325	3.08275e+06
5.125	0.4375	3.52716e+06
5.125	0.4425	2.50108e+06
5.125	0.4475	3.02517e+06
5.125	0.4525	1.79497e+06
5.125	0.4575	1.66011e+06
5.125	0.4625	3.13683e+06
5.125	0.4675	2.90794e+06
5.125	0.4725	2.50009e+06
5.125	0.4775	1.17796e+06
5.125	0.4825	1.76607e+06
5.125	0.4875	2.64921e+06
5.125	0.4925	1.62822e+06
5.125	0.4975	608337
5.125	0.5025	1.34778e+06
5.125	0.5075	982324
5.125	0.5125	630216
5.125	0.5175	400690
5.125	0.5225	687825
5.125	0.5275	587254
5.125	0.5325	683622
5.125	0.5375	438335
5.125	0.5425	763589
5.125	0.5475	75087.5
5.125	0.5525	35008.9
5.125	0.5575	38056
5.125	0.5625	26913.3
5.125	0.5675	22415.8
5.125	0.5725	10024.8
5.125	0.5775	26870
5.125	0.5825	5022.2
5.125	0.5875	11230.3
5.125	0.5925	41616.7
5.125	0.5975	11330
5.175	0.3675	4.45431e+06
5.175	0.3725	4.04269e+06
5.175	0.3775	3.78657e+06
5.175	0.3825	5.69152e+06
5.175	0.3875	4.05795e+06
5.175	0.3925	3.9625e+06
5.175	0.3975	4.69985e+06
5.175	0.4025	5.72951e+06
5.175	0.4075	5.11695e+06
5.175	0.4125	5.52327e+06
5.175	0.4175	2.16314e+06
5.175	0.4225	2.87064e+06
5.175	0.4275	6.36533e+06
5.175	0.4325	2.94015e+06
5.175	0.4375	4.28486e+06
5.175	0.4425	3.32133e+06
5.175	0.4475	3.33914e+06
5.175	0.4525	1.01633e+06
5.175	0.4575	3.4631e+06
5.175	0.4625	1.37328e+06
5.175	0.4675	4.27481e+06
5.175	0.4725	2.69733e+06
5.175	0.4775	2.37104e+06
5.175	0.4825	1.70736e+06
5.175	0.4875	2.24799e+06
5.175	0.4925	2.09995e+06
5.175	0.4975	1.54541e+06
5.175	0.5025	1.34544e+06
5.175	0.5075	859244
5.175	0.5125	1.31067e+06
5.175	0.5175	1.44375e+06
