Q2_center	xbj_center       N_total	
2.825	0.8275	1.6871e+06
2.825	0.8325	1.63223e+06
2.825	0.8375	1.47105e+06
2.825	0.8425	1.51701e+06
2.825	0.8475	1.7405e+06
2.825	0.8525	1.73033e+06
2.825	0.8575	1.75047e+06
2.825	0.8625	1.43329e+06
2.825	0.8675	1.65279e+06
2.825	0.8725	1.53608e+06
2.825	0.8775	1.40121e+06
2.825	0.8825	1.3861e+06
2.825	0.8875	1.32087e+06
2.825	0.8925	1.35783e+06
2.825	0.8975	1.37692e+06
2.825	0.9025	1.26663e+06
2.825	0.9075	1.30948e+06
2.825	0.9125	1.12e+06
2.825	0.9175	1.04543e+06
2.825	0.9225	1.10785e+06
2.825	0.9275	1.11812e+06
2.825	0.9325	900701
2.825	0.9375	867349
2.825	0.9425	876623
2.825	0.9475	946764
2.825	0.9525	1.02747e+06
2.825	0.9575	980023
2.825	0.9625	999468
2.825	0.9675	922959
2.825	0.9725	910415
2.825	0.9775	933875
2.825	0.9825	842918
2.825	0.9875	867786
2.825	0.9925	805448
2.825	0.9975	787371
2.875	0.1975	51091.7
2.875	0.2025	915518
