Q2_center	xbj_center	Content
4.425	0.3775	2.53177e+06
4.425	0.3825	2.20343e+06
4.425	0.3875	1.47399e+06
4.425	0.3925	1.02998e+06
4.425	0.3975	1.06137e+06
4.425	0.4025	845384
4.425	0.4075	350211
4.425	0.4125	47535.4
4.425	0.4175	52287.1
4.425	0.4225	67212.1
4.425	0.4275	47522.5
4.425	0.4325	10471.6
4.425	0.4375	477.048
4.475	0.2975	2.40659e+06
4.475	0.3025	6.10086e+06
4.475	0.3075	6.11561e+06
4.475	0.3125	5.97535e+06
4.475	0.3175	5.95797e+06
4.475	0.3225	5.70433e+06
4.475	0.3275	5.64339e+06
4.475	0.3325	5.5115e+06
4.475	0.3375	5.47066e+06
4.475	0.3425	5.31402e+06
4.475	0.3475	5.18245e+06
4.475	0.3525	5.07605e+06
4.475	0.3575	4.97339e+06
4.475	0.3625	4.3947e+06
4.475	0.3675	3.93798e+06
4.475	0.3725	3.7992e+06
4.475	0.3775	2.74797e+06
4.475	0.3825	2.4133e+06
4.475	0.3875	2.19038e+06
4.475	0.3925	1.68492e+06
4.475	0.3975	1.11798e+06
4.475	0.4025	1.02003e+06
4.475	0.4075	903220
4.475	0.4125	773514
4.475	0.4175	204460
4.475	0.4225	51859.8
4.475	0.4275	63698.7
4.475	0.4325	48485.6
4.475	0.4375	28115.1
4.475	0.4425	15120.5
4.475	0.4475	154.343
4.525	0.2975	8660.2
4.525	0.3025	4.30013e+06
4.525	0.3075	5.90003e+06
4.525	0.3125	5.70783e+06
4.525	0.3175	5.71714e+06
4.525	0.3225	5.60326e+06
4.525	0.3275	5.49246e+06
4.525	0.3325	5.42824e+06
4.525	0.3375	5.36043e+06
4.525	0.3425	5.20714e+06
4.525	0.3475	4.87392e+06
4.525	0.3525	4.90428e+06
4.525	0.3575	4.77307e+06
4.525	0.3625	4.75281e+06
4.525	0.3675	4.35798e+06
4.525	0.3725	3.69159e+06
4.525	0.3775	3.70155e+06
4.525	0.3825	3.00145e+06
4.525	0.3875	2.38029e+06
4.525	0.3925	2.04906e+06
4.525	0.3975	1.99594e+06
4.525	0.4025	1.41888e+06
4.525	0.4075	961511
4.525	0.4125	856361
4.525	0.4175	918111
4.525	0.4225	595891
4.525	0.4275	132535
4.525	0.4325	59157.6
4.525	0.4375	46550.9
4.525	0.4425	33554.5
4.525	0.4475	28906.7
4.525	0.4525	8450.56
4.525	0.4575	676.757
4.575	0.3025	663684
4.575	0.3075	5.4424e+06
4.575	0.3125	5.51267e+06
4.575	0.3175	5.53759e+06
4.575	0.3225	5.54187e+06
4.575	0.3275	5.4181e+06
4.575	0.3325	5.34737e+06
4.575	0.3375	5.1952e+06
4.575	0.3425	5.11657e+06
4.575	0.3475	4.84617e+06
4.575	0.3525	4.70559e+06
4.575	0.3575	4.60801e+06
4.575	0.3625	4.6154e+06
4.575	0.3675	4.53164e+06
4.575	0.3725	4.25375e+06
4.575	0.3775	3.65728e+06
4.575	0.3825	3.55547e+06
4.575	0.3875	3.25572e+06
4.575	0.3925	2.49221e+06
4.575	0.3975	1.95552e+06
4.575	0.4025	2.01156e+06
4.575	0.4075	1.88509e+06
4.575	0.4125	1.15885e+06
4.575	0.4175	812909
4.575	0.4225	875612
4.575	0.4275	771977
4.575	0.4325	475970
4.575	0.4375	109627
4.575	0.4425	42638.2
4.575	0.4475	32598.4
4.575	0.4525	28613.7
4.575	0.4575	31105.1
4.575	0.4625	21580.2
4.575	0.4675	11.9237
4.625	0.3075	2.15576e+06
4.625	0.3125	5.52574e+06
4.625	0.3175	5.34552e+06
4.625	0.3225	5.36375e+06
